"Year","Area_type","Area_code","Area_description","Median_weekly_rent_paid_by_household_$"
"2006","Statistical Area 2","243200","Maungaraki","230"
"2006","Statistical Area 2","243300","Korokoro","240"
"2006","Statistical Area 2","243400","Kelson","250"
"2006","Statistical Area 2","243500","Normandale","260"
"2006","Statistical Area 2","243600","Belmont (Lower Hutt City)","240"
"2006","Statistical Area 2","243700","Petone Central","220"
"2006","Statistical Area 2","243800","Tirohanga","300"
"2006","Statistical Area 2","243900","Manor Park","190"
"2006","Statistical Area 2","244000","Alicetown-Melling","190"
"2006","Statistical Area 2","244100","Taita North","120"
"2006","Statistical Area 2","244200","Boulcott","220"
"2006","Statistical Area 2","244300","Hutt Central North","220"
"2006","Statistical Area 2","244400","Avalon West","220"
"2006","Statistical Area 2","244500","Stokes Valley Central","200"
"2006","Statistical Area 2","244600","Taita South","150"
"2006","Statistical Area 2","244700","Petone East","180"
"2006","Statistical Area 2","244800","Hutt Central South","250"
"2006","Statistical Area 2","244900","Stokes Valley North","200"
"2006","Statistical Area 2","245000","Petone Esplanade","200"
"2006","Statistical Area 2","245100","Epuni West","190"
"2006","Statistical Area 2","245200","Avalon East","160"
"2006","Statistical Area 2","245300","Woburn","200"
"2006","Statistical Area 2","245400","Naenae Central","150"
"2006","Statistical Area 2","245500","Waterloo West","220"
"2006","Statistical Area 2","245600","Epuni East","180"
"2006","Statistical Area 2","245700","Gracefield","C"
"2006","Statistical Area 2","245800","Moera","150"
"2006","Statistical Area 2","245900","Delaney","150"
"2006","Statistical Area 2","246000","Waiwhetu","180"
"2006","Statistical Area 2","246100","Waterloo East","200"
"2006","Statistical Area 2","246200","Naenae North","160"
"2006","Statistical Area 2","246300","Manuka","220"
"2006","Statistical Area 2","246400","Naenae South","170"
"2006","Statistical Area 2","246500","Towai","C"
"2006","Statistical Area 2","246600","Arakura","190"
"2006","Statistical Area 2","246700","Eastern Bays","290"
"2006","Statistical Area 2","246800","Pencarrow","140"
"2006","Statistical Area 2","246900","Wainuiomata West","190"
"2006","Statistical Area 2","247000","Glendale","200"
"2006","Statistical Area 2","247100","Wainuiomata Central","180"
"2006","Statistical Area 2","247200","Eastbourne","260"
"2006","Statistical Area 2","247300","Homedale East","190"
"2006","Statistical Area 2","247400","Homedale West","170"
"2006","Statistical Area 2","247500","Makara-Ohariu","170"
"2006","Statistical Area 2","247600","Tawa North","220"
"2006","Statistical Area 2","247700","Linden","180"
"2006","Statistical Area 2","247800","Tawa South","250"
"2006","Statistical Area 2","247900","Tawa Central","240"
"2006","Statistical Area 2","248000","Grenada North","200"
"2006","Statistical Area 2","248100","Churton Park North","300"
"2006","Statistical Area 2","248200","Takapu-Horokiwi","130"
"2006","Statistical Area 2","248300","Churton Park South","260"
"2006","Statistical Area 2","248400","Johnsonville West","260"
"2006","Statistical Area 2","248500","Grenada Village","280"
"2006","Statistical Area 2","248600","Johnsonville North","260"
"2006","Statistical Area 2","248700","Paparangi","260"
"2006","Statistical Area 2","248800","Ngaio North","260"
"2006","Statistical Area 2","248900","Johnsonville Central","200"
"2006","Statistical Area 2","249000","Broadmeadows","310"
"2006","Statistical Area 2","249100","Crofton Downs","220"
"2006","Statistical Area 2","249200","Johnsonville South","240"
"2006","Statistical Area 2","249300","Khandallah Reserve","320"
"2006","Statistical Area 2","249400","Karori Park","250"
"2006","Statistical Area 2","249500","Newlands North","240"
"2006","Statistical Area 2","249600","Ngaio South","260"
"2006","Statistical Area 2","249700","Newlands South","220"
"2006","Statistical Area 2","249800","Woodridge","300"
"2006","Statistical Area 2","249900","Karori North","290"
"2006","Statistical Area 2","250000","Khandallah North","300"
"2006","Statistical Area 2","250100","Wilton","220"
"2006","Statistical Area 2","250200","Khandallah South","270"
"2006","Statistical Area 2","250300","Wadestown","280"
"2006","Statistical Area 2","250400","Karori South","280"
"2006","Statistical Area 2","250500","Onslow","260"
"2006","Statistical Area 2","250600","Karori East","300"
"2006","Statistical Area 2","250700","Pipitea-Kaiwharawhara","420"
"2006","Statistical Area 2","250800","Northland (Wellington City)","280"
"2006","Statistical Area 2","250900","Thorndon","330"
"2006","Statistical Area 2","251000","Wellington Botanic Gardens","350"
"2006","Statistical Area 2","251100","Kelburn","320"
"2006","Statistical Area 2","251200","Aro Valley","280"
"2006","Statistical Area 2","251300","Wellington University","350"
"2006","Statistical Area 2","251400","Wellington Central","340"
"2006","Statistical Area 2","251500","Brooklyn North","300"
"2006","Statistical Area 2","251600","Dixon Street","300"
"2006","Statistical Area 2","251700","Vivian West","360"
"2006","Statistical Area 2","251800","Courtenay","400"
"2006","Statistical Area 2","251900","Brooklyn East","300"
"2006","Statistical Area 2","252000","Mount Cook West","210"
"2006","Statistical Area 2","252100","Vivian East","360"
"2006","Statistical Area 2","252200","Brooklyn South","290"
"2006","Statistical Area 2","252300","Oriental Bay","350"
"2006","Statistical Area 2","252400","Mount Cook East","360"
"2006","Statistical Area 2","252500","Mount Victoria","310"
"2006","Statistical Area 2","252600","Roseneath","360"
"2006","Statistical Area 2","252700","Owhiro Bay","280"
"2006","Statistical Area 2","252800","Kingston-Mornington-Vogeltown","240"
"2006","Statistical Area 2","252900","Newtown North","300"
"2006","Statistical Area 2","253000","Newtown West","260"
"2006","Statistical Area 2","253100","Hataitai North","270"
"2006","Statistical Area 2","253200","Evans Bay","380"
"2006","Statistical Area 2","253300","Berhampore","200"
"2006","Statistical Area 2","253400","Hataitai South","270"
"2006","Statistical Area 2","253500","Maupuia","230"
"2006","Statistical Area 2","253600","Newtown South","180"
"2006","Statistical Area 2","253700","Kilbirnie Central","250"
"2006","Statistical Area 2","253800","Island Bay West","270"
"2006","Statistical Area 2","253900","Melrose","250"
"2006","Statistical Area 2","254000","Island Bay East","260"
"2006","Statistical Area 2","254100","Miramar North","220"
"2006","Statistical Area 2","254200","Kilbirnie East","210"
"2006","Statistical Area 2","254300","Lyall Bay","240"
"2006","Statistical Area 2","254400","Miramar Central","200"
"2006","Statistical Area 2","254500","Southgate","290"
"2006","Statistical Area 2","254600","Karaka Bay-Worser Bay","350"
"2006","Statistical Area 2","254700","Houghton Bay","290"
"2006","Statistical Area 2","254800","Miramar East","280"
"2006","Statistical Area 2","254900","Miramar South","270"
"2006","Statistical Area 2","255000","Rongotai","220"
"2006","Statistical Area 2","255100","Strathmore (Wellington City)","140"
"2006","Statistical Area 2","255200","Seatoun","340"
"2006","Statistical Area 2","255300","Kopuaranga","120"
"2006","Statistical Area 2","255400","Upper Plain","150"
"2006","Statistical Area 2","255500","Opaki","160"
"2006","Statistical Area 2","255600","Ngaumutawa","150"
"2006","Statistical Area 2","255700","Solway North","150"
"2006","Statistical Area 2","255800","Lansdowne West","150"
"2006","Statistical Area 2","255900","Masterton Central","140"
"2006","Statistical Area 2","256000","Kuripuni","150"
"2006","Statistical Area 2","256100","Douglas Park","160"
"2006","Statistical Area 2","256200","Solway South","150"
"2006","Statistical Area 2","256300","Lansdowne East","160"
"2006","Statistical Area 2","256400","Cameron and Soldiers Park","140"
"2006","Statistical Area 2","256500","Whareama","100"
"2006","Statistical Area 2","256600","Homebush-Te Ore Ore","150"
"2006","Statistical Area 2","256700","McJorrow Park","140"
"2006","Statistical Area 2","256800","Mount Holdsworth","130"
"2006","Statistical Area 2","256900","Carterton North","150"
"2006","Statistical Area 2","257000","Kokotau","140"
"2006","Statistical Area 2","257100","Carterton South","160"
"2006","Statistical Area 2","257200","Gladstone (Carterton District)","130"
"2006","Statistical Area 2","257300","Tauherenikau","130"
"2006","Statistical Area 2","257400","Kahutara","100"
"2006","Statistical Area 2","257500","Featherston","140"
"2006","Statistical Area 2","257600","Inland water Lake Wairarapa","C"
"2006","Statistical Area 2","257700","Greytown","160"
"2006","Statistical Area 2","257800","Aorangi Forest","100"
"2006","Statistical Area 2","257900","Martinborough","150"
"2006","Statistical Area 2","258000","Oceanic Three Kings Islands","C"
"2006","Statistical Area 2","258100","Three Kings Islands","C"
"2006","Statistical Area 2","258200","Oceanic Northland Region","C"
"2006","Statistical Area 2","258300","Inlet Doubtless Bay","C"
"2006","Statistical Area 2","258400","Inlet Kaipara Harbour North","C"
"2006","Statistical Area 2","258500","Oceanic Waikato Region East","C"
"2006","Statistical Area 2","258600","Inlets Waikato Region","C"
"2006","Statistical Area 2","258700","Oceanic Waikato Region West","C"
"2006","Statistical Area 2","258800","Oceanic Bay of Plenty Region","C"
"2006","Statistical Area 2","258900","Islands Bay of Plenty Region","C"
"2006","Statistical Area 2","259000","Oceanic Taranaki Region","C"
"2006","Statistical Area 2","259100","Inlet Port Taranaki","C"
"2006","Statistical Area 2","259200","Oceanic Gisborne Region","C"
"2006","Statistical Area 2","259300","Oceanic Manawatu-Wanganui Region West","C"
"2006","Statistical Area 2","259400","Oceanic Hawke's Bay Region","C"
"2006","Statistical Area 2","259500","Inlet Port Napier","C"
"2006","Statistical Area 2","259600","Oceanic Wellington Region","C"
"2006","Statistical Area 2","259700","Inlet Wellington Harbour","C"
"2006","Statistical Area 2","259800","Bare Island","C"
"2006","Statistical Area 2","259900","Oceanic Manawatu-Wanganui Region East","C"
"2006","Statistical Area 2","300200","Oceanic Tasman Region","C"
"2006","Statistical Area 2","300300","Golden Bay/Mohua","120"
"2006","Statistical Area 2","300400","Inlets Golden Bay","C"
"2006","Statistical Area 2","300500","Takaka","170"
"2006","Statistical Area 2","300600","Pohara-Abel Tasman","160"
"2006","Statistical Area 2","300700","Takaka Hills","130"
"2006","Statistical Area 2","300800","Kaiteriteri-Riwaka","170"
"2006","Statistical Area 2","300900","Upper Moutere","150"
"2006","Statistical Area 2","301000","Lower Moutere","150"
"2006","Statistical Area 2","301100","Motueka North","190"
"2006","Statistical Area 2","301200","Motueka West","200"
"2006","Statistical Area 2","301300","Motueka East","180"
"2006","Statistical Area 2","301400","Inlets Motueka","C"
"2006","Statistical Area 2","301500","Golden Downs","140"
"2006","Statistical Area 2","301600","Moutere Hills","160"
"2006","Statistical Area 2","301700","Ruby Bay-Mapua","230"
"2006","Statistical Area 2","301800","Murchison-Nelson Lakes","110"
"2006","Statistical Area 2","301900","Inlet Waimea West","C"
"2006","Statistical Area 2","302000","Islands Tasman District","200"
"2006","Statistical Area 2","302100","Waimea West","170"
"2006","Statistical Area 2","302200","Appleby","170"
"2006","Statistical Area 2","302300","Wakefield","230"
"2006","Statistical Area 2","302400","Richmond West (Tasman District)","200"
"2006","Statistical Area 2","302500","Wakefield Rural","220"
"2006","Statistical Area 2","302600","Brightwater","250"
"2006","Statistical Area 2","302700","Hope","170"
"2006","Statistical Area 2","302800","Richmond Central (Tasman District)","240"
"2006","Statistical Area 2","302900","Ben Cooper Park","240"
"2006","Statistical Area 2","303000","Richmond South (Tasman District)","200"
"2006","Statistical Area 2","303100","Wilkes Park","260"
"2006","Statistical Area 2","303200","Templemore","280"
"2006","Statistical Area 2","303300","Easby Park","230"
"2006","Statistical Area 2","303400","Fairose","190"
"2006","Statistical Area 2","303500","Aniseed Valley","220"
"2006","Statistical Area 2","303600","Nelson Rural","180"
"2006","Statistical Area 2","303700","Inlets Nelson City","C"
"2006","Statistical Area 2","303800","Marybank","240"
"2006","Statistical Area 2","303900","Port Nelson","C"
"2006","Statistical Area 2","304000","Nelson Airport","200"
"2006","Statistical Area 2","304100","Tahunanui","200"
"2006","Statistical Area 2","304200","Britannia","230"
"2006","Statistical Area 2","304300","Atawhai","240"
"2006","Statistical Area 2","304400","Broadgreen-Monaco","220"
"2006","Statistical Area 2","304500","Washington","230"
"2006","Statistical Area 2","304600","Tahuna Hills","250"
"2006","Statistical Area 2","304700","Nelson Central-Trafalgar","200"
"2006","Statistical Area 2","304800","The Wood","190"
"2006","Statistical Area 2","304900","Toi Toi","200"
"2006","Statistical Area 2","305000","Nayland","220"
"2006","Statistical Area 2","305100","Aldinga","240"
"2006","Statistical Area 2","305200","Victory","190"
"2006","Statistical Area 2","305300","Rutherford","220"
"2006","Statistical Area 2","305400","Maitlands","220"
"2006","Statistical Area 2","305500","Maitai","200"
"2006","Statistical Area 2","305600","Grampians","200"
"2006","Statistical Area 2","305700","Saxton","C"
"2006","Statistical Area 2","305800","Suffolk","240"
"2006","Statistical Area 2","305900","Omaio","150"
"2006","Statistical Area 2","306000","Enner Glynn","250"
"2006","Statistical Area 2","306100","Daelyn","C"
"2006","Statistical Area 2","306200","The Brook","230"
"2006","Statistical Area 2","306300","Marlborough Sounds West","160"
"2006","Statistical Area 2","306400","Marlborough Sounds Coastal Marine","C"
"2006","Statistical Area 2","306500","Marlborough Sounds East","160"
"2006","Statistical Area 2","306600","Upper Wairau","160"
"2006","Statistical Area 2","306700","Waikawa (Marlborough District)","200"
"2006","Statistical Area 2","306800","Waitohi (Marlborough District)","180"
"2006","Statistical Area 2","306900","Tuamarina","200"
"2006","Statistical Area 2","307000","Awatere","150"
"2006","Statistical Area 2","307100","Renwick","200"
"2006","Statistical Area 2","307200","Lower Wairau","170"
"2006","Statistical Area 2","307300","Woodbourne","120"
"2006","Statistical Area 2","307400","Spring Creek-Grovetown","170"
"2006","Statistical Area 2","307500","Springlands","190"
"2006","Statistical Area 2","307600","Yelverton","200"
"2006","Statistical Area 2","307700","Mayfield","190"
"2006","Statistical Area 2","307800","Whitney West","200"
"2006","Statistical Area 2","307900","Blenheim Central","180"
"2006","Statistical Area 2","308000","Riversdale-Islington","180"
"2006","Statistical Area 2","308100","Whitney East","190"
"2006","Statistical Area 2","308200","Redwoodtown West","190"
"2006","Statistical Area 2","308300","Witherlea West","200"
"2006","Statistical Area 2","308400","Redwoodtown East","200"
"2006","Statistical Area 2","308500","Riverlands","200"
"2006","Statistical Area 2","308600","Witherlea East","220"
"2006","Statistical Area 2","308700","Inlet Wairau River","C"
"2006","Statistical Area 2","308800","Kaikoura Ranges","150"
"2006","Statistical Area 2","308900","Kaikoura","180"
"2006","Statistical Area 2","309000","Karamea","100"
"2006","Statistical Area 2","309100","Inlets Buller District","C"
"2006","Statistical Area 2","309200","Westport North","130"
"2006","Statistical Area 2","309300","Westport Rural","120"
"2006","Statistical Area 2","309400","Westport South","120"
"2006","Statistical Area 2","309500","Buller Coalfields","120"
"2006","Statistical Area 2","309600","Charleston (Buller District)","110"
"2006","Statistical Area 2","309700","Inangahua","80"
"2006","Statistical Area 2","309800","Reefton","120"
"2006","Statistical Area 2","309900","Barrytown","110"
"2006","Statistical Area 2","310000","Runanga","140"
"2006","Statistical Area 2","310100","Cobden","130"
"2006","Statistical Area 2","310200","Blaketown","120"
"2006","Statistical Area 2","310300","Greymouth Central","150"
"2006","Statistical Area 2","310400","King Park","130"
"2006","Statistical Area 2","310500","Marsden","130"
"2006","Statistical Area 2","310600","Karoro","160"
"2006","Statistical Area 2","310700","Rutherglen-Camerons","160"
"2006","Statistical Area 2","310800","Greymouth Rural","160"
"2006","Statistical Area 2","310900","Dobson","120"
"2006","Statistical Area 2","311000","Nelson Creek","100"
"2006","Statistical Area 2","311100","Lake Brunner","80"
"2006","Statistical Area 2","311200","Haast","100"
"2006","Statistical Area 2","311300","Westland Glaciers-Bruce Bay","130"
"2006","Statistical Area 2","311400","Arahura-Kumara","120"
"2006","Statistical Area 2","311500","Hokitika","140"
"2006","Statistical Area 2","311600","Inlets Westland District","C"
"2006","Statistical Area 2","311700","Hokitika Rural","140"
"2006","Statistical Area 2","311800","Waitaha","100"
"2006","Statistical Area 2","311900","Whataroa-Harihari","90"
"2006","Statistical Area 2","312000","Hokitika Valley-Otira","100"
"2006","Statistical Area 2","312100","Hanmer Range","160"
"2006","Statistical Area 2","312200","Amuri","100"
"2006","Statistical Area 2","312300","Hanmer Springs","220"
"2006","Statistical Area 2","312400","Upper Hurunui","100"
"2006","Statistical Area 2","312500","Parnassus","100"
"2006","Statistical Area 2","312600","Ashley Forest","150"
"2006","Statistical Area 2","312700","Omihi","120"
"2006","Statistical Area 2","312800","Balcairn","180"
"2006","Statistical Area 2","312900","Amberley","180"
"2006","Statistical Area 2","313000","Okuku","130"
"2006","Statistical Area 2","313100","Ashley Gorge","120"
"2006","Statistical Area 2","313200","Oxford","180"
"2006","Statistical Area 2","313300","Starvation Hill-Cust","160"
"2006","Statistical Area 2","313400","Loburn","160"
"2006","Statistical Area 2","313500","Eyrewell","110"
"2006","Statistical Area 2","313600","West Eyreton","170"
"2006","Statistical Area 2","313700","Ashley-Sefton","170"
"2006","Statistical Area 2","313800","Fernside","170"
"2006","Statistical Area 2","313900","Rangiora North West","120"
"2006","Statistical Area 2","314000","Kingsbury","250"
"2006","Statistical Area 2","314100","Ashgrove","210"
"2006","Statistical Area 2","314200","Rangiora North East","180"
"2006","Statistical Area 2","314300","Oxford Estate","260"
"2006","Statistical Area 2","314400","Rangiora Central","C"
"2006","Statistical Area 2","314500","Rangiora South West","230"
"2006","Statistical Area 2","314600","Lilybrook","200"
"2006","Statistical Area 2","314700","Waikuku","180"
"2006","Statistical Area 2","314800","Mandeville-Ohoka","250"
"2006","Statistical Area 2","314900","Rangiora South East","240"
"2006","Statistical Area 2","315000","Southbrook","230"
"2006","Statistical Area 2","315100","Swannanoa-Eyreton","160"
"2006","Statistical Area 2","315200","Tuahiwi","170"
"2006","Statistical Area 2","315300","Woodend","240"
"2006","Statistical Area 2","315400","Pegasus","C"
"2006","Statistical Area 2","315500","Clarkville","170"
"2006","Statistical Area 2","315600","Pegasus Bay","190"
"2006","Statistical Area 2","315700","Kaiapoi North West","190"
"2006","Statistical Area 2","315800","Silverstream (Waimakariri District)","C"
"2006","Statistical Area 2","315900","Sovereign Palms","200"
"2006","Statistical Area 2","316000","Kaiapoi West","220"
"2006","Statistical Area 2","316100","Kaiapoi Central","200"
"2006","Statistical Area 2","316200","Kaiapoi South","260"
"2006","Statistical Area 2","316300","Kaiapoi East","210"
"2006","Statistical Area 2","316400","McLeans Island","180"
"2006","Statistical Area 2","316500","Paparua","200"
"2006","Statistical Area 2","316600","Yaldhurst","250"
"2006","Statistical Area 2","316700","Christchurch Airport","130"
"2006","Statistical Area 2","316800","Clearwater","180"
"2006","Statistical Area 2","316900","Belfast West","240"
"2006","Statistical Area 2","317000","Harewood","300"
"2006","Statistical Area 2","317100","Brooklands-Spencerville","210"
"2006","Statistical Area 2","317200","Styx","200"
"2006","Statistical Area 2","317300","Belfast East","200"
"2006","Statistical Area 2","317400","Northwood","390"
"2006","Statistical Area 2","317500","Russley","280"
"2006","Statistical Area 2","317600","Regents Park","390"
"2006","Statistical Area 2","317700","Hawthornden","260"
"2006","Statistical Area 2","317800","Bishopdale North","240"
"2006","Statistical Area 2","317900","Casebrook","240"
"2006","Statistical Area 2","318000","Bishopdale West","210"
"2006","Statistical Area 2","318100","Templeton","230"
"2006","Statistical Area 2","318200","Islington","210"
"2006","Statistical Area 2","318300","Burnside Park","270"
"2006","Statistical Area 2","318400","Marshland","190"
"2006","Statistical Area 2","318500","Avonhead North","280"
"2006","Statistical Area 2","318600","Redwood North","240"
"2006","Statistical Area 2","318700","Broomfield","120"
"2006","Statistical Area 2","318800","Redwood West","160"
"2006","Statistical Area 2","318900","Avonhead West","260"
"2006","Statistical Area 2","319000","Bishopdale South","250"
"2006","Statistical Area 2","319100","Islington-Hornby Industrial","160"
"2006","Statistical Area 2","319200","Burnside","260"
"2006","Statistical Area 2","319300","Hei Hei","210"
"2006","Statistical Area 2","319400","Papanui North","160"
"2006","Statistical Area 2","319500","Avonhead East","280"
"2006","Statistical Area 2","319600","Redwood East","220"
"2006","Statistical Area 2","319700","Avonhead South","270"
"2006","Statistical Area 2","319800","Riccarton Racecourse","200"
"2006","Statistical Area 2","319900","Bryndwr North","220"
"2006","Statistical Area 2","320000","Northlands (Christchurch City)","190"
"2006","Statistical Area 2","320100","Papanui West","240"
"2006","Statistical Area 2","320200","Ilam North","280"
"2006","Statistical Area 2","320300","Hornby West","240"
"2006","Statistical Area 2","320400","Hornby Central","180"
"2006","Statistical Area 2","320500","Northcote (Christchurch City)","220"
"2006","Statistical Area 2","320600","Jellie Park","260"
"2006","Statistical Area 2","320700","Ilam South","280"
"2006","Statistical Area 2","320800","Bryndwr South","200"
"2006","Statistical Area 2","320900","Papanui East","220"
"2006","Statistical Area 2","321000","Sockburn North","220"
"2006","Statistical Area 2","321100","Hornby South","220"
"2006","Statistical Area 2","321200","Ilam University","250"
"2006","Statistical Area 2","321300","Prestons","180"
"2006","Statistical Area 2","321400","Strowan","240"
"2006","Statistical Area 2","321500","Fendalton","290"
"2006","Statistical Area 2","321600","Waitikiri","380"
"2006","Statistical Area 2","321700","Mairehau North","200"
"2006","Statistical Area 2","321800","Bush Inn","240"
"2006","Statistical Area 2","321900","Awatea North","270"
"2006","Statistical Area 2","322000","Upper Riccarton","210"
"2006","Statistical Area 2","322100","Malvern","250"
"2006","Statistical Area 2","322200","Rutland","250"
"2006","Statistical Area 2","322300","Sockburn South","240"
"2006","Statistical Area 2","322400","Deans Bush","300"
"2006","Statistical Area 2","322500","Wigram North","C"
"2006","Statistical Area 2","322600","Holmwood","300"
"2006","Statistical Area 2","322700","Wharenui","220"
"2006","Statistical Area 2","322800","Wigram West","C"
"2006","Statistical Area 2","322900","Awatea South","C"
"2006","Statistical Area 2","323000","Merivale","240"
"2006","Statistical Area 2","323100","Mairehau South","240"
"2006","Statistical Area 2","323200","Mona Vale","230"
"2006","Statistical Area 2","323300","Riccarton West","250"
"2006","Statistical Area 2","323400","Shirley West","190"
"2006","Statistical Area 2","323500","Middleton","270"
"2006","Statistical Area 2","323600","Wigram South","C"
"2006","Statistical Area 2","323700","Queenspark","220"
"2006","Statistical Area 2","323800","St Albans North","210"
"2006","Statistical Area 2","323900","St Albans West","200"
"2006","Statistical Area 2","324000","Travis Wetlands","220"
"2006","Statistical Area 2","324100","Wigram East","C"
"2006","Statistical Area 2","324200","Riccarton Central","C"
"2006","Statistical Area 2","324300","Oaklands West","260"
"2006","Statistical Area 2","324400","Riccarton South","240"
"2006","Statistical Area 2","324500","Halswell West","190"
"2006","Statistical Area 2","324600","Shirley East","230"
"2006","Statistical Area 2","324700","Broken Run","C"
"2006","Statistical Area 2","324800","St Albans East","200"
"2006","Statistical Area 2","324900","Hagley Park","C"
"2006","Statistical Area 2","325000","Hillmorton","220"
"2006","Statistical Area 2","325100","Parklands","220"
"2006","Statistical Area 2","325200","Riccarton East","270"
"2006","Statistical Area 2","325300","Edgeware","200"
"2006","Statistical Area 2","325400","Aidanfield","400"
"2006","Statistical Area 2","325500","Tower Junction","270"
"2006","Statistical Area 2","325600","Burwood","240"
"2006","Statistical Area 2","325700","Christchurch Central-West","220"
"2006","Statistical Area 2","325800","Christchurch Central-North","200"
"2006","Statistical Area 2","325900","Richmond North (Christchurch City)","200"
"2006","Statistical Area 2","326000","Waimairi Beach","340"
"2006","Statistical Area 2","326100","Addington West","200"
"2006","Statistical Area 2","326200","Otakaro-Avon River Corridor","220"
"2006","Statistical Area 2","326300","Oaklands East","260"
"2006","Statistical Area 2","326400","Addington North","C"
"2006","Statistical Area 2","326500","Dallington","210"
"2006","Statistical Area 2","326600","Christchurch Central","260"
"2006","Statistical Area 2","326700","Hoon Hay West","180"
"2006","Statistical Area 2","326800","Richmond South (Christchurch City)","180"
"2006","Statistical Area 2","326900","Spreydon West","220"
"2006","Statistical Area 2","327000","Christchurch Central-East","200"
"2006","Statistical Area 2","327100","Christchurch Central-South","250"
"2006","Statistical Area 2","327200","North Beach","220"
"2006","Statistical Area 2","327300","Halswell North","370"
"2006","Statistical Area 2","327400","Addington East","190"
"2006","Statistical Area 2","327500","Avondale (Christchurch City)","250"
"2006","Statistical Area 2","327600","Spreydon North","200"
"2006","Statistical Area 2","327700","Hoon Hay East","250"
"2006","Statistical Area 2","327800","Avonside","110"
"2006","Statistical Area 2","327900","Linwood West","180"
"2006","Statistical Area 2","328000","Halswell South","230"
"2006","Statistical Area 2","328100","Sydenham Central","220"
"2006","Statistical Area 2","328200","Spreydon South","180"
"2006","Statistical Area 2","328300","Rawhiti","200"
"2006","Statistical Area 2","328400","Wainoni","210"
"2006","Statistical Area 2","328500","Linwood North","200"
"2006","Statistical Area 2","328600","Aranui","120"
"2006","Statistical Area 2","328700","Sydenham West","150"
"2006","Statistical Area 2","328800","Lancaster Park","190"
"2006","Statistical Area 2","328900","Phillipstown","190"
"2006","Statistical Area 2","329000","Kennedys Bush","190"
"2006","Statistical Area 2","329100","Somerfield East","210"
"2006","Statistical Area 2","329200","Somerfield West","240"
"2006","Statistical Area 2","329300","Linwood East","190"
"2006","Statistical Area 2","329400","Sydenham North","190"
"2006","Statistical Area 2","329500","Hoon Hay South","250"
"2006","Statistical Area 2","329600","Charleston (Christchurch City)","200"
"2006","Statistical Area 2","329700","Sydenham South","180"
"2006","Statistical Area 2","329800","Bexley","200"
"2006","Statistical Area 2","329900","Waltham","190"
"2006","Statistical Area 2","330000","Westmorland","280"
"2006","Statistical Area 2","330100","Woolston North","210"
"2006","Statistical Area 2","330200","New Brighton","200"
"2006","Statistical Area 2","330300","Cashmere West","250"
"2006","Statistical Area 2","330400","Bromley South","190"
"2006","Statistical Area 2","330500","Ensors","200"
"2006","Statistical Area 2","330600","Beckenham","250"
"2006","Statistical Area 2","330700","Bromley North","C"
"2006","Statistical Area 2","330800","St Martins","200"
"2006","Statistical Area 2","330900","Opawa","180"
"2006","Statistical Area 2","331000","Woolston West","200"
"2006","Statistical Area 2","331100","Woolston East","200"
"2006","Statistical Area 2","331200","Huntsbury","240"
"2006","Statistical Area 2","331300","Cashmere East","260"
"2006","Statistical Area 2","331400","Hillsborough (Christchurch City)","220"
"2006","Statistical Area 2","331500","Woolston South","190"
"2006","Statistical Area 2","331600","Port Hills","C"
"2006","Statistical Area 2","331700","South New Brighton","220"
"2006","Statistical Area 2","331800","Brookhaven-Ferrymead","270"
"2006","Statistical Area 2","331900","Heathcote Valley","220"
"2006","Statistical Area 2","332000","Mount Pleasant","300"
"2006","Statistical Area 2","332100","Redcliffs","270"
"2006","Statistical Area 2","332200","Governors Bay","170"
"2006","Statistical Area 2","332300","Inlets other Christchurch City","C"
"2006","Statistical Area 2","332400","Clifton Hill","300"
"2006","Statistical Area 2","332500","Lyttelton","220"
"2006","Statistical Area 2","332600","Inlet Port Lyttelton","C"
"2006","Statistical Area 2","332700","Sumner","260"
"2006","Statistical Area 2","332800","Teddington","180"
"2006","Statistical Area 2","332900","Diamond Harbour","200"
"2006","Statistical Area 2","333000","Inland water Lake Ellesmere/Te Waihora South","C"
"2006","Statistical Area 2","333100","Banks Peninsula South","150"
"2006","Statistical Area 2","333200","Eastern Bays-Banks Peninsula","100"
"2006","Statistical Area 2","333300","Akaroa Harbour","130"
"2006","Statistical Area 2","333400","Inlet Akaroa Harbour","C"
"2006","Statistical Area 2","333500","Akaroa","160"
"2006","Statistical Area 2","333600","Craigieburn","80"
"2006","Statistical Area 2","333700","Torlesse","140"
"2006","Statistical Area 2","333800","Glenroy-Hororata","100"
"2006","Statistical Area 2","333900","Glentunnel","160"
"2006","Statistical Area 2","334000","Darfield","190"
"2006","Statistical Area 2","334100","Kirwee","200"
"2006","Statistical Area 2","334200","Bankside","90"
"2006","Statistical Area 2","334300","Charing Cross","100"
"2006","Statistical Area 2","334400","Halkett","180"
"2006","Statistical Area 2","334500","Newtons Road","180"
"2006","Statistical Area 2","334600","West Melton","200"
"2006","Statistical Area 2","334700","Burnham Camp","110"
"2006","Statistical Area 2","334800","Rolleston Izone","190"
"2006","Statistical Area 2","334900","Rolleston North West","250"
"2006","Statistical Area 2","335000","Springston","180"
"2006","Statistical Area 2","335100","Rolleston Central","340"
"2006","Statistical Area 2","335200","Rolleston North East","360"
"2006","Statistical Area 2","335300","Rolleston South West","180"
"2006","Statistical Area 2","335400","Southbridge","120"
"2006","Statistical Area 2","335500","Rolleston South East","280"
"2006","Statistical Area 2","335600","Trents","220"
