"Year","Area_type","Area_code","Area_description","Median_weekly_rent_paid_by_household_$"
"2018","Statistical Area 2","139500","Blockhouse Bay East","470"
"2018","Statistical Area 2","139600","Lynfield North","500"
"2018","Statistical Area 2","139700","Mount Roskill North","430"
"2018","Statistical Area 2","139800","Mount Roskill White Swan","500"
"2018","Statistical Area 2","139900","Mount Eden South","520"
"2018","Statistical Area 2","140000","Remuera Waitaramoa","620"
"2018","Statistical Area 2","140100","Orakei East","240"
"2018","Statistical Area 2","140200","Epsom Central-North","550"
"2018","Statistical Area 2","140300","Mount St John","530"
"2018","Statistical Area 2","140400","Mount Roskill Central North","450"
"2018","Statistical Area 2","140500","Remuera North","640"
"2018","Statistical Area 2","140600","Three Kings West","150"
"2018","Statistical Area 2","140700","Mount Roskill Central South","160"
"2018","Statistical Area 2","140800","Epsom Central-South","560"
"2018","Statistical Area 2","140900","Lynfield South","490"
"2018","Statistical Area 2","141000","Remuera South","600"
"2018","Statistical Area 2","141100","Mission Bay","560"
"2018","Statistical Area 2","141200","Three Kings East","540"
"2018","Statistical Area 2","141300","Mount Roskill South","500"
"2018","Statistical Area 2","141400","Inlet Manukau Harbour","C"
"2018","Statistical Area 2","141500","Epsom East","520"
"2018","Statistical Area 2","141600","Remuera Waiata","690"
"2018","Statistical Area 2","141700","Epsom South","550"
"2018","Statistical Area 2","141800","Kohimarama","620"
"2018","Statistical Area 2","141900","Meadowbank West","460"
"2018","Statistical Area 2","142000","Hillsborough North (Auckland)","450"
"2018","Statistical Area 2","142100","Hillsborough West (Auckland)","500"
"2018","Statistical Area 2","142200","Greenlane North","580"
"2018","Statistical Area 2","142300","Waikowhai North","250"
"2018","Statistical Area 2","142400","Remuera East","700"
"2018","Statistical Area 2","142500","Waikowhai South","530"
"2018","Statistical Area 2","142600","Royal Oak West (Auckland)","530"
"2018","Statistical Area 2","142700","Saint Heliers West","600"
"2018","Statistical Area 2","142800","One Tree Hill","470"
"2018","Statistical Area 2","142900","Hillsborough East (Auckland)","520"
"2018","Statistical Area 2","143000","Saint Heliers North","650"
"2018","Statistical Area 2","143100","Remuera Abbotts Park","590"
"2018","Statistical Area 2","143200","Meadowbank East","450"
"2018","Statistical Area 2","143300","Ellerslie Central","520"
"2018","Statistical Area 2","143400","Royal Oak East (Auckland)","450"
"2018","Statistical Area 2","143500","Saint Heliers South","540"
"2018","Statistical Area 2","143600","Hillsborough South (Auckland)","550"
"2018","Statistical Area 2","143700","Saint Johns West","700"
"2018","Statistical Area 2","143800","Greenlane South","500"
"2018","Statistical Area 2","143900","Remuera Waiatarua","630"
"2018","Statistical Area 2","144000","Glendowie North","620"
"2018","Statistical Area 2","144100","Onehunga West","470"
"2018","Statistical Area 2","144200","Ellerslie West","540"
"2018","Statistical Area 2","144300","Onehunga North","430"
"2018","Statistical Area 2","144400","Ellerslie East","490"
"2018","Statistical Area 2","144500","Saint Johns East","450"
"2018","Statistical Area 2","144600","Oneroa West","440"
"2018","Statistical Area 2","144700","Glen Innes West","200"
"2018","Statistical Area 2","144800","Ellerslie South","500"
"2018","Statistical Area 2","144900","Stonefields West","790"
"2018","Statistical Area 2","145000","Onehunga Central","400"
"2018","Statistical Area 2","145100","Glendowie South","450"
"2018","Statistical Area 2","145200","Oranga","150"
"2018","Statistical Area 2","145300","Mount Wellington North West","450"
"2018","Statistical Area 2","145400","Panmure Glen Innes Industrial","500"
"2018","Statistical Area 2","145500","Onehunga-Te Papapa Industrial","400"
"2018","Statistical Area 2","145600","Te Papapa","400"
"2018","Statistical Area 2","145700","Stonefields East","750"
"2018","Statistical Area 2","145800","Glen Innes East-Wai O Taiki Bay","140"
"2018","Statistical Area 2","145900","Penrose","440"
"2018","Statistical Area 2","146000","Mount Wellington North East","450"
"2018","Statistical Area 2","146100","Mangere Bridge Ambury","430"
"2018","Statistical Area 2","146200","Mount Wellington Ferndale","440"
"2018","Statistical Area 2","146300","Point England","140"
"2018","Statistical Area 2","146400","Bucklands Beach North","560"
"2018","Statistical Area 2","146500","Mount Wellington East","430"
"2018","Statistical Area 2","146600","Mount Wellington West","470"
"2018","Statistical Area 2","146700","Panmure West","400"
"2018","Statistical Area 2","146800","Mangere Bridge","420"
"2018","Statistical Area 2","146900","Oneroa East-Palm Beach","480"
"2018","Statistical Area 2","147000","Tamaki","190"
"2018","Statistical Area 2","147100","Panmure East","410"
"2018","Statistical Area 2","147200","Mount Wellington Central","440"
"2018","Statistical Area 2","147300","Bays Waiheke Island","C"
"2018","Statistical Area 2","147400","Sylvia Park","430"
"2018","Statistical Area 2","147500","Mangere Mountain View","400"
"2018","Statistical Area 2","147600","Surfdale","460"
"2018","Statistical Area 2","147700","Mount Wellington Industrial","C"
"2018","Statistical Area 2","147800","Half Moon Bay West","520"
"2018","Statistical Area 2","147900","Auckland Airport","410"
"2018","Statistical Area 2","148000","Eastern Beach","540"
"2018","Statistical Area 2","148100","Sunnyhills West-Pakuranga North","460"
"2018","Statistical Area 2","148200","Favona North","280"
"2018","Statistical Area 2","148300","Bucklands Beach Central","560"
"2018","Statistical Area 2","148400","Farm Cove","530"
"2018","Statistical Area 2","148500","Mangere North","150"
"2018","Statistical Area 2","148600","Favona West","240"
"2018","Statistical Area 2","148700","Ostend","430"
"2018","Statistical Area 2","148800","Half Moon Bay North East","570"
"2018","Statistical Area 2","148900","Mangere West","150"
"2018","Statistical Area 2","149000","Pakuranga West","440"
"2018","Statistical Area 2","149100","Mount Wellington South West","450"
"2018","Statistical Area 2","149200","Sunnyhills East","480"
"2018","Statistical Area 2","149300","Half Moon Bay South East","500"
"2018","Statistical Area 2","149400","Favona East","340"
"2018","Statistical Area 2","149500","Mount Wellington South East","330"
"2018","Statistical Area 2","149600","Otahuhu Industrial","C"
"2018","Statistical Area 2","149700","Bucklands Beach South","520"
"2018","Statistical Area 2","149800","Pakuranga Central","500"
"2018","Statistical Area 2","149900","Awhitu","300"
"2018","Statistical Area 2","150000","Harania North","160"
"2018","Statistical Area 2","150100","Otahuhu Central","380"
"2018","Statistical Area 2","150200","Mangere Central","240"
"2018","Statistical Area 2","150300","Otahuhu North","330"
"2018","Statistical Area 2","150400","Howick West","500"
"2018","Statistical Area 2","150500","Pakuranga Heights North West","480"
"2018","Statistical Area 2","150600","Mellons Bay","540"
"2018","Statistical Area 2","150700","Pakuranga Heights East","490"
"2018","Statistical Area 2","150800","Sutton Park","290"
"2018","Statistical Area 2","150900","Otahuhu East","380"
"2018","Statistical Area 2","151000","Mangere South","350"
"2018","Statistical Area 2","151100","Onetangi","450"
"2018","Statistical Area 2","151200","Harania South","160"
"2018","Statistical Area 2","151300","Highland Park (Auckland)","500"
"2018","Statistical Area 2","151400","Otahuhu South West","340"
"2018","Statistical Area 2","151500","Pakuranga Heights South West","460"
"2018","Statistical Area 2","151600","Mangere Mascot","240"
"2018","Statistical Area 2","151700","Waiheke East","400"
"2018","Statistical Area 2","151800","Massey Road West","380"
"2018","Statistical Area 2","151900","Otahuhu South","320"
"2018","Statistical Area 2","152000","Howick Central","490"
"2018","Statistical Area 2","152100","Massey Road North","380"
"2018","Statistical Area 2","152200","Botany Downs West","560"
"2018","Statistical Area 2","152300","East Tamaki","390"
"2018","Statistical Area 2","152400","Howick East","490"
"2018","Statistical Area 2","152500","Burswood","550"
"2018","Statistical Area 2","152600","Massey Road South","320"
"2018","Statistical Area 2","152700","Middlemore","C"
"2018","Statistical Area 2","152800","Mangere South East","370"
"2018","Statistical Area 2","152900","Botany Downs East","560"
"2018","Statistical Area 2","153000","Grange","220"
"2018","Statistical Area 2","153100","Golflands","600"
"2018","Statistical Area 2","153200","Aorere North","310"
"2018","Statistical Area 2","153300","Mangere East","450"
"2018","Statistical Area 2","153400","Cockle Bay","500"
"2018","Statistical Area 2","153500","Otara West","140"
"2018","Statistical Area 2","153600","Aorere Central","420"
"2018","Statistical Area 2","153700","Northpark North","600"
"2018","Statistical Area 2","153800","Somerville","600"
"2018","Statistical Area 2","153900","Northpark South","610"
"2018","Statistical Area 2","154000","Papatoetoe North","420"
"2018","Statistical Area 2","154100","Dingwall","460"
"2018","Statistical Area 2","154200","Aorere South","420"
"2018","Statistical Area 2","154300","Shelly Park","540"
"2018","Statistical Area 2","154400","Otara Central","150"
"2018","Statistical Area 2","154500","Huntington Park","520"
"2018","Statistical Area 2","154600","Botany Central","C"
"2018","Statistical Area 2","154700","Botany North","640"
"2018","Statistical Area 2","154800","Papatoetoe West","400"
"2018","Statistical Area 2","154900","Papatoetoe Central","420"
"2018","Statistical Area 2","155000","Sunkist Bay","460"
"2018","Statistical Area 2","155100","Otara East","180"
"2018","Statistical Area 2","155200","Redcastle","540"
"2018","Statistical Area 2","155300","Botany East","610"
"2018","Statistical Area 2","155400","Botany South","570"
"2018","Statistical Area 2","155500","Manukau Central","380"
"2018","Statistical Area 2","155600","Papatoetoe East","420"
"2018","Statistical Area 2","155700","Otara South","170"
"2018","Statistical Area 2","155800","Ferguson","150"
"2018","Statistical Area 2","155900","Papatoetoe South West","400"
"2018","Statistical Area 2","156000","Botany Junction","400"
"2018","Statistical Area 2","156100","Dannemora North","640"
"2018","Statistical Area 2","156200","Papatoetoe South","410"
"2018","Statistical Area 2","156300","East Tamaki Heights","640"
"2018","Statistical Area 2","156400","Te Puru","710"
"2018","Statistical Area 2","156500","Puhinui North","410"
"2018","Statistical Area 2","156600","Dannemora South","670"
"2018","Statistical Area 2","156700","Puhinui South","450"
"2018","Statistical Area 2","156800","Rongomai West","200"
"2018","Statistical Area 2","156900","Baverstock","660"
"2018","Statistical Area 2","157000","Puhinui East","420"
"2018","Statistical Area 2","157100","Turanga","450"
"2018","Statistical Area 2","157200","Rongomai East","320"
"2018","Statistical Area 2","157300","Ormiston North","650"
"2018","Statistical Area 2","157400","Maraetai","470"
"2018","Statistical Area 2","157500","Chapel Downs","470"
"2018","Statistical Area 2","157600","Wiri West","400"
"2018","Statistical Area 2","157700","Clover Park North","400"
"2018","Statistical Area 2","157800","Mission Heights North","580"
"2018","Statistical Area 2","157900","Clover Park South","430"
"2018","Statistical Area 2","158000","Donegal Park","490"
"2018","Statistical Area 2","158100","Ormiston South","670"
"2018","Statistical Area 2","158200","Mission Heights South","590"
"2018","Statistical Area 2","158300","Hilltop (Auckland)","550"
"2018","Statistical Area 2","158400","Wiri East","150"
"2018","Statistical Area 2","158500","Goodwood Heights","520"
"2018","Statistical Area 2","158600","Ormiston East","650"
"2018","Statistical Area 2","158700","Clendon Park North","380"
"2018","Statistical Area 2","158800","Burbank","400"
"2018","Statistical Area 2","158900","Tuscany Heights","570"
"2018","Statistical Area 2","159000","Totara Heights","520"
"2018","Statistical Area 2","159100","Homai East","420"
"2018","Statistical Area 2","159200","Homai West","400"
"2018","Statistical Area 2","159300","The Gardens (Auckland)","590"
"2018","Statistical Area 2","159400","Clarks Beach","400"
"2018","Statistical Area 2","159500","Clendon Park West","380"
"2018","Statistical Area 2","159600","Hillpark North","450"
"2018","Statistical Area 2","159700","Clendon Park East","270"
"2018","Statistical Area 2","159800","Karaka Creek","400"
"2018","Statistical Area 2","159900","Rowandale West","410"
"2018","Statistical Area 2","160000","Rowandale East","450"
"2018","Statistical Area 2","160100","Manurewa Central","420"
"2018","Statistical Area 2","160200","Weymouth North","420"
"2018","Statistical Area 2","160300","Hillpark South","420"
"2018","Statistical Area 2","160400","Alfriston","520"
"2018","Statistical Area 2","160500","Weymouth East","380"
"2018","Statistical Area 2","160600","Leabank","420"
"2018","Statistical Area 2","160700","Weymouth South","450"
"2018","Statistical Area 2","160800","Manurewa East","390"
"2018","Statistical Area 2","160900","Manurewa South","420"
"2018","Statistical Area 2","161000","Randwick Park East","450"
"2018","Statistical Area 2","161100","Wattle Downs West","530"
"2018","Statistical Area 2","161200","Wattle Downs North","410"
"2018","Statistical Area 2","161300","Randwick Park West","400"
"2018","Statistical Area 2","161400","Kingseat-Karaka","400"
"2018","Statistical Area 2","161500","Wattle Downs East","550"
"2018","Statistical Area 2","161600","Takanini North","430"
"2018","Statistical Area 2","161700","Takanini Industrial","370"
"2018","Statistical Area 2","161800","Conifer Grove West","570"
"2018","Statistical Area 2","161900","Conifer Grove East","350"
"2018","Statistical Area 2","162000","Takanini West","380"
"2018","Statistical Area 2","162100","Takanini South","570"
"2018","Statistical Area 2","162200","Takanini Central","380"
"2018","Statistical Area 2","162300","Ardmore","440"
"2018","Statistical Area 2","162400","Glenbrook","330"
"2018","Statistical Area 2","162500","Hingaia","690"
"2018","Statistical Area 2","162600","Takanini South East","430"
"2018","Statistical Area 2","162700","Kawakawa Bay-Orere","360"
"2018","Statistical Area 2","162800","Papakura West","370"
"2018","Statistical Area 2","162900","Clevedon","400"
"2018","Statistical Area 2","163000","Papakura North","400"
"2018","Statistical Area 2","163100","Pahurehure","480"
"2018","Statistical Area 2","163200","Papakura Central","380"
"2018","Statistical Area 2","163300","Papakura North East","430"
"2018","Statistical Area 2","163400","Karaka Lakes","700"
"2018","Statistical Area 2","163500","Papakura Kelvin","400"
"2018","Statistical Area 2","163600","Papakura Massey Park","390"
"2018","Statistical Area 2","163700","Rosehill","420"
"2018","Statistical Area 2","163800","Patumahoe","400"
"2018","Statistical Area 2","163900","Papakura East","460"
"2018","Statistical Area 2","164000","Opaheke","460"
"2018","Statistical Area 2","164100","Papakura Industrial","400"
"2018","Statistical Area 2","164200","Red Hill","330"
"2018","Statistical Area 2","164300","Drury","490"
"2018","Statistical Area 2","164400","Tamakae","380"
"2018","Statistical Area 2","164500","Hamilton Estate","370"
"2018","Statistical Area 2","164600","Drury Rural","440"
"2018","Statistical Area 2","164700","Waiuku Central","360"
"2018","Statistical Area 2","164800","Waiuku East","420"
"2018","Statistical Area 2","164900","Kendallvale","430"
"2018","Statistical Area 2","165000","Puni","390"
"2018","Statistical Area 2","165100","Ramarama","390"
"2018","Statistical Area 2","165200","Hunua","430"
"2018","Statistical Area 2","165300","Pukekohe North West","390"
"2018","Statistical Area 2","165400","Anselmi Ridge","550"
"2018","Statistical Area 2","165500","Pukekohe West","410"
"2018","Statistical Area 2","165600","Cape Hill","530"
"2018","Statistical Area 2","165700","Rosa Birch Park","410"
"2018","Statistical Area 2","165800","Rooseville Park","450"
"2018","Statistical Area 2","165900","Cloverlea (Auckland)","460"
"2018","Statistical Area 2","166000","Pukekohe Central","350"
"2018","Statistical Area 2","166100","Pukekohe Hospital","450"
"2018","Statistical Area 2","166200","Buckland","430"
"2018","Statistical Area 2","166300","Bombay Hills","420"
"2018","Statistical Area 2","166400","Ararimu","380"
"2018","Statistical Area 2","166500","Colville","200"
"2018","Statistical Area 2","166600","Islands Thames-Coromandel District","C"
"2018","Statistical Area 2","166700","Coromandel","250"
"2018","Statistical Area 2","166800","Inlets Thames-Coromandel District","C"
"2018","Statistical Area 2","166900","Mercury Bay North","260"
"2018","Statistical Area 2","167000","Whitianga North","320"
"2018","Statistical Area 2","167100","Whitianga South","300"
"2018","Statistical Area 2","167200","Thames Coast","280"
"2018","Statistical Area 2","167300","Cooks Beach-Ferry Landing","280"
"2018","Statistical Area 2","167400","Mercury Bay South","250"
"2018","Statistical Area 2","167500","Kauaeranga","220"
"2018","Statistical Area 2","167600","Thames North","270"
"2018","Statistical Area 2","167700","Thames Central","220"
"2018","Statistical Area 2","167800","Thames South","280"
"2018","Statistical Area 2","167900","Hikuai","200"
"2018","Statistical Area 2","168000","Totora-Kopu","330"
"2018","Statistical Area 2","168100","Tairua","260"
"2018","Statistical Area 2","168200","Pauanui","280"
"2018","Statistical Area 2","168300","Matatoki-Puriri","220"
"2018","Statistical Area 2","168400","Whangamata Rural","250"
"2018","Statistical Area 2","168500","Whangamata","300"
"2018","Statistical Area 2","168600","Miranda-Pukorokoro","300"
"2018","Statistical Area 2","168700","Hauraki Plains North","250"
"2018","Statistical Area 2","168800","Hauraki Plains East","280"
"2018","Statistical Area 2","168900","Ngatea","270"
"2018","Statistical Area 2","169000","Hauraki Plains South","220"
"2018","Statistical Area 2","169100","Paeroa Rural","250"
"2018","Statistical Area 2","169200","Paeroa","250"
"2018","Statistical Area 2","169300","Waihi Rural","250"
"2018","Statistical Area 2","169400","Waihi North","270"
"2018","Statistical Area 2","169500","Waihi East","270"
"2018","Statistical Area 2","169600","Waihi South","260"
"2018","Statistical Area 2","169700","Aka Aka","330"
"2018","Statistical Area 2","169800","Mangatangi","270"
"2018","Statistical Area 2","169900","Tuakau Rural","350"
"2018","Statistical Area 2","170000","Tuakau North","410"
"2018","Statistical Area 2","170100","Onewhero","280"
"2018","Statistical Area 2","170200","Pokeno Rural","350"
"2018","Statistical Area 2","170300","Tuakau South","380"
"2018","Statistical Area 2","170400","Port Waikato-Waikaretu","200"
"2018","Statistical Area 2","170500","Pokeno","550"
"2018","Statistical Area 2","170600","Pukekawa","350"
"2018","Statistical Area 2","170700","Maramarua","270"
"2018","Statistical Area 2","170800","Rangiriri","280"
"2018","Statistical Area 2","170900","Te Akau","200"
"2018","Statistical Area 2","171000","Inlets Waikato District","C"
"2018","Statistical Area 2","171100","Te Kauwhata","350"
"2018","Statistical Area 2","171200","Huntly Rural","200"
"2018","Statistical Area 2","171300","Waerenga","250"
"2018","Statistical Area 2","171400","Huntly West","230"
"2018","Statistical Area 2","171500","Huntly East","260"
"2018","Statistical Area 2","171600","Raglan","320"
"2018","Statistical Area 2","171700","Whitikahu","200"
"2018","Statistical Area 2","171800","Te Uku","300"
"2018","Statistical Area 2","171900","Taupiri-Lake Kainui","270"
"2018","Statistical Area 2","172000","Ngaruawahia North","300"
"2018","Statistical Area 2","172100","Ngaruawahia Central","290"
"2018","Statistical Area 2","172200","Ngaruawahia South","320"
"2018","Statistical Area 2","172300","Kainui-Gordonton","250"
"2018","Statistical Area 2","172400","Te Kowhai","320"
"2018","Statistical Area 2","172500","Whatawhata West","260"
"2018","Statistical Area 2","172600","Horotiu","340"
"2018","Statistical Area 2","172700","Horsham Downs","300"
"2018","Statistical Area 2","172800","Whatawhata East","340"
"2018","Statistical Area 2","172900","Rotokauri","340"
"2018","Statistical Area 2","173000","Hamilton Park","320"
"2018","Statistical Area 2","173100","Eureka-Tauwhare","250"
"2018","Statistical Area 2","173200","Tamahere North","350"
"2018","Statistical Area 2","173300","Pukemoremore","320"
"2018","Statistical Area 2","173400","Tamahere South","350"
"2018","Statistical Area 2","173500","Tahuna-Mangateparu","200"
"2018","Statistical Area 2","173600","Mangaiti","200"
"2018","Statistical Area 2","173700","Tatuanui","220"
"2018","Statistical Area 2","173800","Tahuroa","220"
"2018","Statistical Area 2","173900","Morrinsville East","300"
"2018","Statistical Area 2","174000","Morrinsville West","290"
"2018","Statistical Area 2","174100","Te Aroha East","260"
"2018","Statistical Area 2","174200","Te Aroha West","280"
"2018","Statistical Area 2","174300","Waihou-Manawaru","200"
"2018","Statistical Area 2","174400","Waitoa-Ngarua","200"
"2018","Statistical Area 2","174500","Richmond Downs-Wardville","200"
"2018","Statistical Area 2","174600","Waharoa-Peria","220"
"2018","Statistical Area 2","174700","Okauia","200"
"2018","Statistical Area 2","174800","Hinuera","220"
"2018","Statistical Area 2","174900","Matamata North","300"
"2018","Statistical Area 2","175000","Matamata South","300"
"2018","Statistical Area 2","175100","Te Poi","220"
"2018","Statistical Area 2","175200","Te Rapa North","380"
"2018","Statistical Area 2","175300","Flagstaff North","530"
"2018","Statistical Area 2","175400","Rotokauri-Waiwhakareke","390"
"2018","Statistical Area 2","175500","Flagstaff South","510"
"2018","Statistical Area 2","175600","Rototuna North","500"
"2018","Statistical Area 2","175700","Pukete West","390"
"2018","Statistical Area 2","175800","Flagstaff East","460"
"2018","Statistical Area 2","175900","Rototuna Central","490"
"2018","Statistical Area 2","176000","Pukete East","390"
"2018","Statistical Area 2","176100","Te Manatu","480"
"2018","Statistical Area 2","176200","Rototuna South","480"
"2018","Statistical Area 2","176300","Te Rapa South","320"
"2018","Statistical Area 2","176400","Saint Andrews West","360"
"2018","Statistical Area 2","176500","Saint Andrews East","370"
"2018","Statistical Area 2","176600","Queenwood (Hamilton City)","400"
"2018","Statistical Area 2","176700","St James","510"
"2018","Statistical Area 2","176800","Crawshaw","320"
"2018","Statistical Area 2","176900","Huntington","520"
"2018","Statistical Area 2","177000","Western Heights (Hamilton City)","460"
"2018","Statistical Area 2","177100","Nawton West","350"
"2018","Statistical Area 2","177200","Nawton East","340"
"2018","Statistical Area 2","177300","Chartwell","310"
"2018","Statistical Area 2","177400","Forest Lake (Hamilton City)","350"
"2018","Statistical Area 2","177500","Chedworth","410"
"2018","Statistical Area 2","177600","Beerescourt","380"
"2018","Statistical Area 2","177700","Miropiko","370"
"2018","Statistical Area 2","177800","Porritt","280"
"2018","Statistical Area 2","177900","Dinsdale North","350"
"2018","Statistical Area 2","178000","Maeroa","320"
"2018","Statistical Area 2","178100","Dinsdale South","350"
"2018","Statistical Area 2","178200","Fairfield (Hamilton City)","320"
"2018","Statistical Area 2","178300","Whitiora","280"
"2018","Statistical Area 2","178400","Enderley North","250"
"2018","Statistical Area 2","178500","Fairview Downs","370"
"2018","Statistical Area 2","178600","Temple View","280"
"2018","Statistical Area 2","178700","Swarbrick","340"
"2018","Statistical Area 2","178800","Kahikatea","350"
"2018","Statistical Area 2","178900","Frankton Junction","310"
"2018","Statistical Area 2","179000","Kirikiriroa","300"
"2018","Statistical Area 2","179100","Enderley South","300"
"2018","Statistical Area 2","179200","Ruakura","450"
"2018","Statistical Area 2","179300","Claudelands","250"
"2018","Statistical Area 2","179400","Hamilton Central","290"
"2018","Statistical Area 2","179500","Hamilton Lake","340"
"2018","Statistical Area 2","179600","Peachgrove","380"
"2018","Statistical Area 2","179700","Hamilton East Village","260"
"2018","Statistical Area 2","179800","Hamilton West","320"
"2018","Statistical Area 2","179900","Greensboro","340"
"2018","Statistical Area 2","180000","Hamilton East Cook","350"
"2018","Statistical Area 2","180100","Melville North","350"
"2018","Statistical Area 2","180200","Hamilton East","330"
"2018","Statistical Area 2","180300","Melville South","340"
"2018","Statistical Area 2","180400","Deanwell","350"
"2018","Statistical Area 2","180500","Bader","300"
"2018","Statistical Area 2","180600","Hillcrest West (Hamilton City)","380"
"2018","Statistical Area 2","180700","Hillcrest East (Hamilton City)","380"
"2018","Statistical Area 2","180800","Silverdale (Hamilton City)","320"
"2018","Statistical Area 2","180900","Glenview","360"
"2018","Statistical Area 2","181000","Resthill","380"
"2018","Statistical Area 2","181100","Fitzroy","380"
"2018","Statistical Area 2","181200","Riverlea","370"
"2018","Statistical Area 2","181300","Peacockes","350"
"2018","Statistical Area 2","181400","Te Pahu","270"
"2018","Statistical Area 2","181500","Ngahinapouri","300"
"2018","Statistical Area 2","181600","Lake Cameron","370"
"2018","Statistical Area 2","181700","Lake Ngaroto","220"
"2018","Statistical Area 2","181800","Kaipaki","290"
"2018","Statistical Area 2","181900","Pirongia","320"
"2018","Statistical Area 2","182000","Hautapu Rural","330"
"2018","Statistical Area 2","182100","Pokuru","250"
"2018","Statistical Area 2","182200","Te Rahu","250"
"2018","Statistical Area 2","182300","Fencourt","340"
"2018","Statistical Area 2","182400","Hautapu","280"
"2018","Statistical Area 2","182500","Karapiro","280"
"2018","Statistical Area 2","182600","Cambridge North","510"
"2018","Statistical Area 2","182700","Cambridge West","370"
"2018","Statistical Area 2","182800","Cambridge East","350"
"2018","Statistical Area 2","182900","Cambridge Park-River Garden","520"
"2018","Statistical Area 2","183000","Oaklands-St Kilda","480"
"2018","Statistical Area 2","183100","Pukerimu","300"
"2018","Statistical Area 2","183200","Cambridge Central","300"
"2018","Statistical Area 2","183300","Te Awamutu North","330"
"2018","Statistical Area 2","183400","Te Awamutu West","310"
"2018","Statistical Area 2","183500","Leamington West","300"
"2018","Statistical Area 2","183600","Goodfellow Park","290"
"2018","Statistical Area 2","183700","Leamington South","380"
"2018","Statistical Area 2","183800","Leamington Central","370"
"2018","Statistical Area 2","183900","Leamington East","380"
"2018","Statistical Area 2","184000","Te Awamutu Stadium","340"
"2018","Statistical Area 2","184100","Te Awamutu Central","290"
"2018","Statistical Area 2","184200","Pekerau","300"
"2018","Statistical Area 2","184300","Fraser Street","300"
"2018","Statistical Area 2","184400","Sherwin Park","280"
"2018","Statistical Area 2","184500","St Leger","280"
"2018","Statistical Area 2","184600","Rotoorangi","220"
"2018","Statistical Area 2","184700","Tokanui","200"
"2018","Statistical Area 2","184800","Kihikihi Central","300"
"2018","Statistical Area 2","184900","Maungatautari","250"
"2018","Statistical Area 2","185000","Rotongata","200"
"2018","Statistical Area 2","185100","Inlets Otorohanga District","C"
"2018","Statistical Area 2","185200","Pirongia Forest","150"
"2018","Statistical Area 2","185300","Honikiwi","200"
"2018","Statistical Area 2","185400","Te Kawa","200"
"2018","Statistical Area 2","185500","Otorohanga","240"
"2018","Statistical Area 2","185600","Maihiihi","180"
"2018","Statistical Area 2","185700","Puniu","150"
"2018","Statistical Area 2","185800","Tirau","200"
"2018","Statistical Area 2","185900","Putararu Rural","170"
"2018","Statistical Area 2","186000","Putararu","220"
"2018","Statistical Area 2","186100","Kinleith","150"
"2018","Statistical Area 2","186200","Paraonui","180"
"2018","Statistical Area 2","186300","Parkdale","200"
"2018","Statistical Area 2","186400","Matarawa","180"
"2018","Statistical Area 2","186500","Stanley Park","180"
"2018","Statistical Area 2","186600","Strathmore (South Waikato District)","200"
"2018","Statistical Area 2","186700","Tokoroa Central","180"
"2018","Statistical Area 2","186800","Moananui","220"
"2018","Statistical Area 2","186900","Inlet Waitomo District","C"
"2018","Statistical Area 2","187000","Herangi","100"
"2018","Statistical Area 2","187100","Hangatiki","180"
"2018","Statistical Area 2","187200","Aria","150"
"2018","Statistical Area 2","187300","Te Kuiti West","200"
"2018","Statistical Area 2","187400","Te Kuiti East","200"
"2018","Statistical Area 2","187500","Waipa Valley","130"
"2018","Statistical Area 2","187600","Tiroa","80"
"2018","Statistical Area 2","187700","Marotiri","140"
"2018","Statistical Area 2","187800","Ohakuri","180"
"2018","Statistical Area 2","187900","Lake Taupo Bays","170"
"2018","Statistical Area 2","188000","Mapara","340"
"2018","Statistical Area 2","188100","Inland water Lake Taupo","C"
"2018","Statistical Area 2","188200","Wairakei-Broadlands","230"
"2018","Statistical Area 2","188300","Acacia Bay","370"
"2018","Statistical Area 2","188400","Brentwood (Taupo District)","380"
"2018","Statistical Area 2","188500","Nukuhau-Rangatira Park","340"
"2018","Statistical Area 2","188600","Taupo Central West","280"
"2018","Statistical Area 2","188700","Tauhara","280"
"2018","Statistical Area 2","188800","Taupo Central East","280"
"2018","Statistical Area 2","188900","Mountview","300"
"2018","Statistical Area 2","189000","Bird Area","330"
"2018","Statistical Area 2","189100","Hilltop (Taupo District)","330"
"2018","Statistical Area 2","189200","Waipahihi","350"
"2018","Statistical Area 2","189300","Richmond Heights","330"
"2018","Statistical Area 2","189400","Wharewaka","300"
"2018","Statistical Area 2","189500","Kaimanawa","C"
"2018","Statistical Area 2","189600","Waitahanui","250"
"2018","Statistical Area 2","189700","Turangi","190"
"2018","Statistical Area 2","189800","Rangataiki","140"
"2018","Statistical Area 2","189900","Taharua","150"
"2018","Statistical Area 2","190000","Te More","C"
"2018","Statistical Area 2","190100","Waiau","270"
"2018","Statistical Area 2","190200","Waihi Beach-Bowentown","310"
"2018","Statistical Area 2","190300","Tahawai","300"
"2018","Statistical Area 2","190400","Athenree","320"
"2018","Statistical Area 2","190500","Aongatete","300"
"2018","Statistical Area 2","190600","Katikati","300"
"2018","Statistical Area 2","190700","Inlet Tauranga Harbour North","C"
"2018","Statistical Area 2","190800","Matakana Island","150"
"2018","Statistical Area 2","190900","Pahoia","300"
"2018","Statistical Area 2","191000","Omokoroa","400"
"2018","Statistical Area 2","191100","Omokoroa Rural","320"
"2018","Statistical Area 2","191200","Te Puna","330"
"2018","Statistical Area 2","191300","Minden","370"
